fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,144,"Mean, no, because, you know, they're a medical assistant. They know what is required of them. But just sometimes it's, you know, less. It's not embarrassing to them, but they just get less reaction from the patient. Maybe if it's done in the arm, then in the gluteal site. But I don't think to the actual person giving it, it might take longer for them to get set up to do the gluteal injection. So that might be a barrier because it takes more time, even though the the way the shot is administered takes less time. This might take more time. It depends if it adds extra time to it as well. But I don't think my medical assistant has an issue injecting where it needs to go.",1796,1856,129,Sad,Positive,extra time
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,145,Do you think that your medical assistant is adequately trained for a dorsal gluteal injection.,1857,1864,15,Surprise,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,146,"Right at this second? I don't know. I don't know if she's given one, but definitely we need to make sure to go over it and, you know, reteach or just go over it with her to make sure that she's not hitting anything that would affect the patient.",1868,1895,49,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,147,"Alright, what could the manufacturer do in terms of training to help you there?",1896,1903,14,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,148,"I mean, what I'm seeing there sound looks pretty good, but maybe if a rep comes out and show that it's a little easier to understand if a rep explains what is necessary for a gluteal injection and what you need to look out for, although they should know it's just a good reminder. So I think when reps come out to kind of teach how to do the things, I think it might put the medical assistant more ideas.",1903,1943,80,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,149,"All right, now let me ask you to rate a couple of things using a one to 5 scale. One is what I'm going to ask you has no impact whatsoever and five has a great deal of impact on your choice of an Lai. Okay, now I have a great deal of impact on that one to 5. To what degree? There's the option for a deltoid injection site impact. Your Lai choice one is no impact, no impact, and five is a great deal. And.",1944,1990,87,Angry,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,150,"Sorry, can you repeat the question?",1991,1993,6,Sad,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,151,To what extent does having a Delta wage option that you could give it in the arm if you chose to to what degree? One to 5 does that your choice. So that has an impact then?,1996,2011,37,Angry,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,152,"Yeah, I do believe it does.",2011,2014,6,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,153,"Okay, on a on a one to 5, to what degree would a dorso gluteal injection site restriction as on your choice of an all of.",2014,2026,26,Angry,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,154,"I don't know, because there's a lot of factors to consider. If they we had it in the deltoid, they might not. They might be reluctant to change. So I was put it in the middle. 3 3. Sure.",2031,2049,39,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,155,"Overall, to what degree does choice of an injection site impact your choice of an Lai one to 5?",2049,2060,19,Angry,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,156,3,2061,2062,1,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,157,"Alright, now on this yellow one to 5 where one is not at all likely and five is extremely likely. How likely are you to prescribe this formulation to your schizophrenia patient?",2063,2083,32,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,158,Four except for the one I know that's not going to do it.,2093,2096,13,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,159,And for your Bipole or one patience.,2097,2100,7,Sad,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,160,I don't know. I would say three.,2104,2109,7,Surprise,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,161,Alright. What other information could be provided that would help convince you to prescribe this product for your patience?,2110,2117,19,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,162,I don't necessarily think anything else needs to be told. I think it's pretty self explanatory in what I'm reading.,2121,2131,20,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,163,Let me share some pharmacokinetic information. So Here's a PK profile for product X one. Please read this and then we'll talk about it.,2132,2143,24,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,164,"I'm after. I do. So the lines are showing how it needs to be adjusted, like the dosage.",2163,2188,18,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,165,"Well, is that what it shows? If you look at this.",2191,2197,11,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,166,I'm trying to figure this out for purpose of 420 time after fifth dose day. I have to fit those days.,2197,2214,21,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,167,I don't know.,2215,2217,3,Sad,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,168,"Maybe I'm not very smart, but this chart is a little confusing. I see the oral is up there and that. I don't know, it just makes it seem like it's a less.",2217,2232,33,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,169,You have two graphs showing the concentration and in the patient's blood.,2236,2243,12,Surprise,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,170,Right.,2245,2246,1,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,171,"Blue line is Park X one, right. Black line is the Arab pipes all long acting injectable.",2246,2254,17,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,172,Right.,2254,2255,1,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,173,And this is the 28 days beginning with fish dose.,2256,2262,10,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,174,"It's it seems like it starts. It gives you more from the get go and is more consistent because if you look at the ability, it goes down. So does the product X one at about day 10 or something, it goes down to kind of where you started, but then it increases steadily and then it sorry, I'm just trying to look. It looks like it keeps it at a better, but then the ability goes up. Oh, I mean, it starts higher. So a greater concentration in the beginning. And then I think it just maintains the greater concentration better than the Abilify.",2265,2323,105,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,175,So what's your reaction to this information into what you just described? But.,2324,2333,13,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,176,Hopefully the patient will be more stable because it's keeping the concentration where it needs to be longer than maybe the Abilify is because it starts at a better a higher concentration to begin with and maintains it.,2336,2355,38,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,177,How compelling do you find these data?,2358,2361,7,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,178,I don't questions.,2365,2370,3,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,179,Okay.,2373,2374,1,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,180,"I mean, it's interesting to know to show that it maintains the higher concentration more than the ability does. So in terms of how compelling, I don't know what you want me to necessarily say to that.",2381,2399,37,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,181,Does this provide more confidence for you to use protect one?,2401,2406,11,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,182,"I mean, it seems like it's more consistent over time. Yes, I would say it looks better than the Abilify, the long acting 400 milligrams that it's more stable and it starts at a higher concentration. So in the beginning, maybe feel the effects sooner than what you would feel with the Abilify.",2408,2441,53,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,183,"Alright, to what degree would you anticipate PK data like this but influence you're prescribing.",2442,2452,15,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,184,And this would still take into the account that it's still the Gluteal?,2463,2468,13,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,185,Yes.,2468,2468,1,Sad,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,186,"I mean, I think I would be more likely to prescribe this one because it seems like it would keep my patient more stable over time, which is what I definitely need. So.",2474,2491,33,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,187,"Based only on the information you're looking at on the screen right now, how likely are you to prescribe Product X-1-1 to 5? 1? Not at all. Five. Very likely. Four. Right now you express the idea that some of your patients might have some reluctance to get a gluteal injection. A dose of lutio injection? Yes. What impact does the PK data have? An overcoming any barriers to endorse a gluteal injection?",2494,2542,73,Fear,Positive,lutio injection
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,188,"Well, the patient that I'm thinking of is extremely paranoid and I don't necessarily think you would understand this if I explain it to him. So I don't think it would help change his mind at all. I don't think he would understand necessarily. Hey.",2543,2564,45,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,189,"Now let me ask you to or to prescribe and some certain situations. Alright. Scale is one to 5 where one is not at all likely and five is very likely. And we'll do schizophrenia patients first. So I likely to prescribe Product X one for a new patient. And by new patient, this is a patient new to long acting injectables.",2568,2602,62,Fear,Positive,long acting injectables
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,190,"From my perspective of the patient, of course mine.",2606,2611,9,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,191,You're going to prescribing? Yes. How likely? Private for four. Alright. What about switching from any other on that thing objectable.,2611,2630,21,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,192,Meaning deltoid?,2634,2635,2,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,193,Sorry.,2636,2637,1,Sad,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,194,Meaning the deltoid site or from a glut site?,2638,2644,9,Sad,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,195,I suppose it would if you're giving the Lai in the deltoid site now. So that would be a situation if you're using one site for an Lai that so in the LII that they're already on. How lucky to switch to this? 1.,2644,2662,44,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,196,3,2669,2670,1,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,197,"Alright. What about switching from the Abilify maintainer to product X one with the double chamber? That's what you're using now, right?",2671,2683,22,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,198,In my perspective it would be four. I just don't think the patient would really care that it's faster for us. But if I was doing it seems like less mistakes. So I would say four.,2685,2705,36,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,199,Alright. And what about the schizophrenia patient who has a needle phobia? I like you to switch that patient to X one.,2706,2713,22,Angry,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,200,Needle phobia in general or the patient that I'm talking about is paranoid.,2715,2720,13,Fear,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,201,"Well, in general, I mean.",2720,2725,5,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,202,"If they're phobic of needles, they're going to be phobic of it, whether it's Lidia or deltoid. So I'm not really sure that makes a difference. Maybe it's better they won't see you put it in. So maybe that would be better for them.",2725,2739,44,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,203,"Alright, so one to 5.",2743,2744,5,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,204,"Oh, sorry, I.",2745,2746,3,Sad,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,205,Like your comments. That's fine.,2749,2750,5,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,206,I would say four.,2755,2756,4,Surprise,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,207,"Okay. And then for your bipolar one patient, same set of questions, switching the patient new to la to this.",2756,2766,20,Fear,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,208,I would say four.,2776,2779,4,Surprise,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,209,"Alright. And from any other Lai to this, I would say three Abilify maintain it to this.",2780,2793,17,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,210,So.,2794,2794,1,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,211,"Three, any of your bipolar want patients who have a needle phobia to this?",2799,2806,14,Angry,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,212,Four.,2810,2811,1,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,213,What does it mean to have Product X one is part of your treatment toolbox as your part of your armamentarium. What does it mean for your practice? I.,2813,2823,29,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,214,"Like the safety of it. That's a big point to me. So I think that, you know, safety is our number one priority for both our patients and our staff. So I think that not having the needle exposed and not having the risk of injecting by mistake or, you know, I think that's a big a big plus.",2825,2856,59,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,215,Right? Any other big pluses for your practice that is quicker all set up.,2857,2866,14,Fear,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,216,"So those are the two things I see well, and also that it appears that it maintains its concentration better, so hopefully less up and down and more stability.",2866,2879,29,Surprise,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,217,Anything else?,2882,2883,2,Happy,Neutral,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,218,"No, not that I can think of a downside blue deal.",2886,2894,11,Surprise,Negative,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,B,219,Okay.,2894,2894,1,Happy,Positive,none
1915_Almanac_NPPA_2132_LA_W-TDI_USA_27042020_5PM_EST.m4a,A,220,"Because we do have a lot of patience at once in our office. So I mean, I don't know if it's the most if they feel if they would feel like it's enough Privacy, although we do have a door that shut, just, you know, there's a lot of people walking around, a lot of not a lot of no, but, you know, you can hear other people, so just might make them feel more uncomfortable.",2898,2925,76,Sad,Negative,none
